south-america-argentina	267346824
south-america-bolivia	108313327
south-america-brazil-centro-oeste	89732308
south-america-brazil-nordeste	262045074
south-america-brazil-norte	89962357
south-america-brazil-sudeste	662114162
south-america-brazil-sul	255454887
south-america-chile	271647336
south-america-colombia	190467788
south-america-ecuador	72868492
south-america-paraguay	85823333
south-america-peru	155563754
south-america-suriname	17351346
south-america-uruguay	30370781
south-america-venezuela	68710070
